assessment_version,question_code,facet_code,tag_weight
v1,AQ21_F4_Q002,AQ21_F4,1
v1,AQ21_F4_Q003,AQ21_F4,1
v1,AQ21_F4_Q004,AQ21_F4,1
v1,AQ21_F4_Q005,AQ21_F4,1
v1,AQ21_F5_Q001,AQ21_F5,1
v1,AQ21_F5_Q002,AQ21_F5,1
v1,AQ21_F5_Q003,AQ21_F5,1
v1,AQ21_F5_Q004,AQ21_F5,1
v1,AQ21_F5_Q005,AQ21_F5,1
v1,AQ22_F1_Q001,AQ22_F1,1
v1,AQ22_F1_Q002,AQ22_F1,1
v1,AQ22_F1_Q003,AQ22_F1,1
v1,AQ22_F1_Q004,AQ22_F1,1
v1,AQ22_F1_Q005,AQ22_F1,1
v1,AQ22_F1_Q006,AQ22_F1,1
v1,AQ22_F2_Q001,AQ22_F2,1
v1,AQ22_F2_Q002,AQ22_F2,1
v1,AQ22_F2_Q003,AQ22_F2,1
v1,AQ22_F2_Q004,AQ22_F2,1
v1,AQ22_F2_Q005,AQ22_F2,1
v1,AQ22_F2_Q006,AQ22_F2,1
v1,AQ22_F3_Q001,AQ22_F3,1
v1,AQ22_F3_Q002,AQ22_F3,1
v1,AQ22_F3_Q003,AQ22_F3,1
v1,AQ22_F3_Q004,AQ22_F3,1
v1,AQ22_F3_Q005,AQ22_F3,1
v1,AQ22_F4_Q001,AQ22_F4,1
v1,AQ22_F4_Q002,AQ22_F4,1
v1,AQ22_F4_Q003,AQ22_F4,1
v1,AQ22_F4_Q004,AQ22_F4,1
v1,AQ22_F4_Q005,AQ22_F4,1
v1,AQ22_F5_Q001,AQ22_F5,1
v1,AQ22_F5_Q002,AQ22_F5,1
v1,AQ22_F5_Q003,AQ22_F5,1
v1,AQ22_F5_Q004,AQ22_F5,1
v1,AQ22_F5_Q005,AQ22_F5,1
v1,AQ23_F1_Q001,AQ23_F1,1
v1,AQ23_F1_Q002,AQ23_F1,1
v1,AQ23_F1_Q003,AQ23_F1,1
v1,AQ23_F1_Q004,AQ23_F1,1
v1,AQ23_F1_Q005,AQ23_F1,1
v1,AQ23_F1_Q006,AQ23_F1,1
v1,AQ23_F2_Q001,AQ23_F2,1
v1,AQ23_F2_Q002,AQ23_F2,1
v1,AQ23_F2_Q003,AQ23_F2,1
v1,AQ23_F2_Q004,AQ23_F2,1
v1,AQ23_F2_Q005,AQ23_F2,1
v1,AQ23_F2_Q006,AQ23_F2,1
v1,AQ23_F3_Q001,AQ23_F3,1
v1,AQ23_F3_Q002,AQ23_F3,1
v1,AQ23_F3_Q003,AQ23_F3,1
v1,AQ23_F3_Q004,AQ23_F3,1
v1,AQ23_F3_Q005,AQ23_F3,1
v1,AQ23_F4_Q001,AQ23_F4,1
v1,AQ23_F4_Q002,AQ23_F4,1
v1,AQ23_F4_Q003,AQ23_F4,1
v1,AQ23_F4_Q004,AQ23_F4,1
v1,AQ23_F4_Q005,AQ23_F4,1
v1,AQ23_F5_Q001,AQ23_F5,1
v1,AQ23_F5_Q002,AQ23_F5,1
v1,AQ23_F5_Q003,AQ23_F5,1
v1,AQ23_F5_Q004,AQ23_F5,1
v1,AQ23_F5_Q005,AQ23_F5,1
v1,AQ24_F1_Q001,AQ24_F1,1
v1,AQ24_F1_Q002,AQ24_F1,1
v1,AQ24_F1_Q003,AQ24_F1,1
v1,AQ24_F1_Q004,AQ24_F1,1
v1,AQ24_F1_Q005,AQ24_F1,1
v1,AQ24_F2_Q001,AQ24_F2,1
v1,AQ24_F2_Q002,AQ24_F2,1
v1,AQ24_F2_Q003,AQ24_F2,1
v1,AQ24_F2_Q004,AQ24_F2,1
v1,AQ24_F2_Q005,AQ24_F2,1
v1,AQ24_F2_Q006,AQ24_F2,1
v1,AQ24_F3_Q001,AQ24_F3,1
v1,AQ24_F3_Q002,AQ24_F3,1
v1,AQ24_F3_Q003,AQ24_F3,1
v1,AQ24_F3_Q004,AQ24_F3,1
v1,AQ24_F3_Q005,AQ24_F3,1
v1,AQ24_F3_Q006,AQ24_F3,1
v1,AQ24_F4_Q001,AQ24_F4,1
v1,AQ24_F4_Q002,AQ24_F4,1
v1,AQ24_F4_Q003,AQ24_F4,1
v1,AQ24_F4_Q004,AQ24_F4,1
v1,AQ24_F4_Q005,AQ24_F4,1
v1,AQ24_F5_Q001,AQ24_F5,1
v1,AQ24_F5_Q002,AQ24_F5,1
v1,AQ24_F5_Q003,AQ24_F5,1
v1,AQ24_F5_Q004,AQ24_F5,1
v1,AQ24_F5_Q005,AQ24_F5,1
v1,AQ25_F1_Q001,AQ25_F1,1
v1,AQ25_F1_Q002,AQ25_F1,1
v1,AQ25_F1_Q003,AQ25_F1,1
v1,AQ25_F1_Q004,AQ25_F1,1
v1,AQ25_F1_Q005,AQ25_F1,1
v1,AQ25_F1_Q006,AQ25_F1,1
v1,AQ25_F2_Q001,AQ25_F2,1
v1,AQ25_F2_Q002,AQ25_F2,1
v1,AQ25_F2_Q003,AQ25_F2,1
v1,AQ25_F2_Q004,AQ25_F2,1
v1,AQ25_F2_Q005,AQ25_F2,1
v1,AQ25_F2_Q006,AQ25_F2,1
v1,AQ25_F3_Q001,AQ25_F3,1
v1,AQ25_F3_Q002,AQ25_F3,1
v1,AQ25_F3_Q003,AQ25_F3,1
v1,AQ25_F3_Q004,AQ25_F3,1
v1,AQ25_F3_Q005,AQ25_F3,1
v1,AQ25_F4_Q001,AQ25_F4,1
v1,AQ25_F4_Q002,AQ25_F4,1
v1,AQ25_F4_Q003,AQ25_F4,1
v1,AQ25_F4_Q004,AQ25_F4,1
v1,AQ25_F4_Q005,AQ25_F4,1
v1,AQ25_F5_Q001,AQ25_F5,1
v1,AQ25_F5_Q002,AQ25_F5,1
v1,AQ25_F5_Q003,AQ25_F5,1
v1,AQ25_F5_Q004,AQ25_F5,1
v1,AQ25_F5_Q005,AQ25_F5,1
