id,question_code,question_text_en,question_text_hi,question_text_ta,skill_id,weight,group_id,prerequisite_qid
354,AQ14_F2_Q003,I am comfortable being responsible for a shared task.,,,9,1,,
355,AQ14_F2_Q004,I try to avoid taking responsibility in group tasks.,,,9,1,,
356,AQ14_F2_Q005,I prefer not to be responsible when working with others.,,,9,1,,
357,AQ14_F2_Q006,I review outcomes to improve future planning.,,,9,1,,
358,AQ14_F3_Q001,I suggest next steps when a group is unsure what to do.,,,9,1,,
359,AQ14_F3_Q002,I share ideas about how a task could move forward.,,,9,1,,
360,AQ14_F3_Q003,I help set direction when a group needs guidance.,,,9,1,,
361,AQ14_F3_Q004,I avoid suggesting direction during group work.,,,9,1,,
362,AQ14_F3_Q005,I rarely offer ideas about where a task should go next.,,,9,1,,
363,AQ14_F4_Q001,I am comfortable making decisions when a group needs one.,,,9,1,,
364,AQ14_F4_Q002,I can decide on a course of action when required.,,,9,1,,
365,AQ14_F4_Q003,I am willing to choose between options when needed.,,,9,1,,
366,AQ14_F4_Q004,I prefer others to make decisions in group tasks.,,,9,1,,
367,AQ14_F4_Q005,I hesitate to make decisions even when needed.,,,9,1,,
368,AQ14_F5_Q001,I support others so the group can move forward.,,,9,1,,
369,AQ14_F5_Q002,I help others when it keeps the task moving.,,,9,1,,
370,AQ14_F5_Q003,I encourage others to stay engaged in group work.,,,9,1,,
371,AQ14_F5_Q004,I focus only on my part rather than supporting others.,,,9,1,,
372,AQ14_F5_Q005,I rarely support others during group tasks.,,,9,1,,
373,AQ15_F1_Q001,I think about whether situations are fair to everyone involved.,,,15,1,,
374,AQ15_F1_Q002,I notice when decisions may benefit some people more than others.,,,15,1,,
375,AQ15_F1_Q003,I consider fairness when choices affect more than one person.,,,15,1,,
376,AQ15_F1_Q004,I rarely think about fairness when decisions involve others.,,,15,1,,
377,AQ15_F1_Q005,Fairness usually doesn??????t come to mind when I make choices.,,,15,1,,
378,AQ15_F1_Q006,I track progress toward what I want to achieve.,,,15,1,,
379,AQ15_F2_Q001,I think about how my actions might affect others.,,,15,1,,
380,AQ15_F2_Q002,I consider possible effects of my choices on people around me.,,,15,1,,
381,AQ15_F2_Q003,I notice when my actions influence others?????? experiences.,,,15,1,,
382,AQ15_F2_Q004,I don??????t usually think about how my actions affect others.,,,15,1,,
383,AQ15_F2_Q005,I focus mainly on my own outcome when making decisions.,,,15,1,,
384,AQ15_F2_Q006,I continue working on tasks even when progress is slow.,,,15,1,,
385,AQ15_F3_Q001,I try to make choices that match what I believe is important.,,,15,1,,
386,AQ15_F3_Q002,I think about whether my actions match my own standards.,,,15,1,,
387,AQ15_F3_Q003,I reflect on whether my decisions align with what I value.,,,15,1,,
388,AQ15_F3_Q004,I don??????t usually think about whether my choices match my values.,,,15,1,,
389,AQ15_F3_Q005,My choices often feel separate from what I believe matters.,,,15,1,,
390,AQ15_F3_Q006,I keep working toward outcomes even after setbacks.,,,15,1,,
391,AQ15_F4_Q001,I reflect on the ethical side of decisions I make.,,,15,1,,
392,AQ15_F4_Q002,I think about right and fair aspects before deciding.,,,15,1,,
393,AQ15_F4_Q003,I consider ethical points when choices affect others.,,,15,1,,
394,AQ15_F4_Q004,I rarely reflect on ethical aspects of my decisions.,,,15,1,,
395,AQ15_F4_Q005,Ethics usually doesn??????t factor into my decision-making.,,,15,1,,
396,AQ15_F5_Q001,I can acknowledge my role in outcomes without blaming myself or others.,,,15,1,,
397,AQ15_F5_Q002,I focus on understanding responsibility rather than assigning blame.,,,15,1,,
398,AQ15_F5_Q003,I think about responsibility without needing to fault someone.,,,15,1,,
399,AQ15_F5_Q004,I usually look for someone to blame when things go wrong.,,,15,1,,
400,AQ15_F5_Q005,I find it hard to think about responsibility without blaming.,,,15,1,,
401,AQ16_F1_Q001,I compare different options before making a decision.,,,13,1,,
402,AQ16_F1_Q002,I think about more than one option before choosing.,,,13,1,,
403,AQ16_F1_Q003,I look at different ways to handle a situation before deciding.,,,13,1,,
404,AQ16_F1_Q004,I usually choose without comparing other options.,,,13,1,,
405,AQ16_F1_Q005,I rarely consider alternatives before deciding.,,,13,1,,
406,AQ16_F1_Q006,I pause before reacting when situations feel challenging.,,,13,1,,
407,AQ16_F2_Q001,I think about what might happen after I make a decision.,,,13,1,,
408,AQ16_F2_Q002,I consider possible results before choosing an option.,,,13,1,,
409,AQ16_F2_Q003,I think about how a decision could affect what happens next.,,,13,1,,
410,AQ16_F2_Q004,I decide without thinking much about the outcomes.,,,13,1,,
411,AQ16_F2_Q005,I don??????t usually think ahead when making decisions.,,,13,1,,
412,AQ16_F2_Q006,I recognize when emotions influence my decisions.,,,13,1,,
413,AQ16_F3_Q001,I use available information when deciding what to do.,,,13,1,,
414,AQ16_F3_Q002,I consider facts or details before making a choice.,,,13,1,,
415,AQ16_F3_Q003,I look at what I know before deciding between options.,,,13,1,,
416,AQ16_F3_Q004,I often decide without using much information.,,,13,1,,
417,AQ16_F3_Q005,I rely on guesses rather than information when deciding.,,,13,1,,
418,AQ16_F3_Q006,I adjust plans to stay aligned with goals.,,,13,1,,
419,AQ16_F4_Q001,I can make decisions even when I don??????t have all the details.,,,13,1,,
420,AQ16_F4_Q002,I am able to decide when information is limited.,,,13,1,,
421,AQ16_F4_Q003,I can move forward even if everything is not clear.,,,13,1,,
422,AQ16_F4_Q004,I avoid making decisions when details are missing.,,,13,1,,
423,AQ16_F4_Q005,I wait for complete information before deciding.,,,13,1,,
424,AQ16_F4_Q006,I stay focused on long-term tasks despite challenges.,,,13,1,,
425,AQ16_F5_Q001,I reflect on my decisions after they are made.,,,13,1,,
426,AQ16_F5_Q002,I think about what I learned from past decisions.,,,13,1,,
427,AQ16_F5_Q003,I review my choices to understand how they worked out.,,,13,1,,
428,AQ16_F5_Q004,I rarely look back at decisions I have made.,,,13,1,,
429,AQ16_F5_Q005,I don??????t usually reflect on past decisions.,,,13,1,,
430,AQ17_F1_Q001,I accept when plans or situations change.,,,9,1,,
431,AQ17_F1_Q002,I am able to move on when something changes unexpectedly.,,,9,1,,
432,AQ17_F1_Q003,I recognise when a situation is different from what was planned.,,,9,1,,
433,AQ17_F1_Q004,I find it hard to accept changes once plans are made.,,,9,1,,
434,AQ17_F1_Q005,I struggle to acknowledge when plans need to change.,,,9,1,,
435,AQ17_F1_Q006,I focus attention on steps that move me toward objectives.,,,9,1,,
436,AQ17_F2_Q001,I adjust what I do after a situation changes.,,,9,1,,
437,AQ17_F2_Q002,I change my actions when circumstances shift.,,,9,1,,
438,AQ17_F2_Q003,I modify my approach when things don??????t go as planned.,,,9,1,,
439,AQ17_F2_Q004,I keep doing the same thing even when situations change.,,,9,1,,
440,AQ17_F2_Q005,I find it hard to change my actions after a change.,,,9,1,,
441,AQ17_F3_Q001,I am willing to adjust plans when needed.,,,9,1,,
442,AQ17_F3_Q002,I revise plans if situations require it.,,,9,1,,
443,AQ17_F3_Q003,I can change plans without much difficulty.,,,9,1,,
444,AQ17_F3_Q004,I prefer sticking strictly to plans even when things change.,,,9,1,,
445,AQ17_F3_Q005,I find it difficult to adjust plans once they are set.,,,9,1,,
446,AQ17_F4_Q001,I am open to handling situations that are new to me.,,,9,1,,
447,AQ17_F4_Q002,I am willing to face unfamiliar situations when needed.,,,9,1,,
448,AQ17_F4_Q003,I can step into new situations without much hesitation.,,,9,1,,
449,AQ17_F4_Q004,I avoid situations that feel unfamiliar to me.,,,9,1,,
450,AQ17_F4_Q005,I feel uncomfortable entering new situations.,,,9,1,,
451,AQ17_F5_Q001,I am able to regain direction after a change disrupts plans.,,,9,1,,
452,AQ17_F5_Q002,I find a new way forward after plans change.,,,9,1,,
453,AQ17_F5_Q003,I continue working effectively after changes occur.,,,9,1,,
454,AQ17_F5_Q004,I struggle to get back on track after plans change.,,,9,1,,
455,AQ17_F5_Q005,I find it hard to move forward after a change.,,,9,1,,
456,AQ18_F1_Q001,I can continue working even when I feel pressured.,,,5,1,,
457,AQ18_F1_Q002,I am able to keep going when demands increase.,,,5,1,,
458,AQ18_F1_Q003,I function reasonably well even under pressure.,,,5,1,,
459,AQ18_F1_Q004,I find it hard to function when pressure builds up.,,,5,1,,
460,AQ18_F1_Q005,Pressure usually stops me from continuing tasks.,,,5,1,,
461,AQ18_F1_Q006,"When plans change, I reconsider my approach rather than sticking to the original one.",,,5,1,,
462,AQ18_F2_Q001,I try to stay calm when situations feel pressuring.,,,5,1,,
463,AQ18_F2_Q002,I can keep my reactions steady during pressure.,,,5,1,,
464,AQ18_F2_Q003,I remain composed when demands rise.,,,5,1,,
465,AQ18_F2_Q004,I become unsettled quickly when under pressure.,,,5,1,,
466,AQ18_F2_Q005,Pressure makes it hard for me to stay calm.,,,5,1,,
467,AQ18_F2_Q006,I rethink my approach when something does not work as expected.,,,5,1,,
468,AQ18_F3_Q001,I notice how pressure affects the way I work.,,,5,1,,
469,AQ18_F3_Q002,I am aware of changes in my behaviour when stressed.,,,5,1,,
470,AQ18_F3_Q003,I can tell when pressure starts affecting my focus.,,,5,1,,
471,AQ18_F3_Q004,I rarely notice how stress affects me.,,,5,1,,
472,AQ18_F3_Q005,I don??????t usually pay attention to stress effects on me.,,,5,1,,
473,AQ18_F3_Q006,I notice changes in my emotions during different situations.,,,5,1,,
474,AQ18_F4_Q001,I choose how to respond when I feel pressured.,,,5,1,,
475,AQ18_F4_Q002,I think about my response when situations feel stressful.,,,5,1,,
476,AQ18_F4_Q003,I am aware that I have options in how I react to pressure.,,,5,1,,
477,AQ18_F4_Q004,I react automatically without thinking when under pressure.,,,5,1,,
478,AQ18_F4_Q005,I feel I have no choice in how I respond to pressure.,,,5,1,,
479,AQ18_F4_Q006,I return to unfinished tasks to complete them.,,,5,1,,
480,AQ18_F5_Q001,I stay focused on tasks even when I feel stressed.,,,5,1,,
481,AQ18_F5_Q002,I can concentrate on what needs to be done despite pressure.,,,5,1,,
482,AQ18_F5_Q003,I keep my attention on tasks when stress increases.,,,5,1,,
483,AQ18_F5_Q004,Stress easily pulls my focus away from tasks.,,,5,1,,
484,AQ18_F5_Q005,I struggle to stay focused when pressure is present.,,,5,1,,
485,AQ19_F1_Q001,I set goals for myself when working on tasks.,,,5,1,,
486,AQ19_F1_Q002,I usually decide what I want to achieve before starting.,,,5,1,,
487,AQ19_F1_Q003,I think about targets I want to reach.,,,5,1,,
488,AQ19_F1_Q004,I rarely set goals for what I am doing.,,,5,1,,
489,AQ19_F1_Q005,I usually start tasks without thinking about goals.,,,5,1,,
490,AQ19_F1_Q006,I reflect on whether conclusions logically follow from evidence.,,,5,1,,
491,AQ19_F2_Q001,I keep working toward a goal once I decide on it.,,,5,1,,
492,AQ19_F2_Q002,I stay focused on my direction even if progress is slow.,,,5,1,,
493,AQ19_F2_Q003,I continue moving toward what I set out to do.,,,5,1,,
494,AQ19_F2_Q004,I often change direction before reaching my goals.,,,5,1,,
495,AQ19_F2_Q005,I find it hard to stay focused on one goal.,,,5,1,,
496,AQ19_F2_Q006,I am able to try different ways to handle unfamiliar situations.,,,5,1,,
497,AQ19_F3_Q001,I understand why I am working toward my goals.,,,5,1,,
498,AQ19_F3_Q002,I know the reason behind what I am trying to achieve.,,,5,1,,
499,AQ19_F3_Q003,I think about why a goal matters to me.,,,5,1,,
500,AQ19_F3_Q004,I don??????t usually think about why I set goals.,,,5,1,,
501,AQ19_F3_Q005,My goals often don??????t have a clear reason behind them.,,,5,1,,
502,AQ19_F4_Q001,I put effort into tasks even without reminders.,,,5,1,,
503,AQ19_F4_Q002,I motivate myself to work toward my goals.,,,5,1,,
504,AQ19_F4_Q003,I take initiative to work on goals on my own.,,,5,1,,
505,AQ19_F4_Q004,I rely on others to push me toward goals.,,,5,1,,
506,AQ19_F4_Q005,I struggle to put effort in unless someone else reminds me.,,,5,1,,
507,AQ19_F5_Q001,I review my goals to see if they still make sense.,,,5,1,,
508,AQ19_F5_Q002,I adjust my goals when situations change.,,,5,1,,
509,AQ19_F5_Q003,I think about improving or changing goals over time.,,,5,1,,
510,AQ19_F5_Q004,I rarely review goals once they are set.,,,5,1,,
511,AQ19_F5_Q005,I usually stick to goals without reconsidering them.,,,5,1,,
512,AQ20_F1_Q001,I can identify what matters most to me when making choices.,,,11,1,,
513,AQ20_F1_Q002,I am aware of the values that guide my decisions.,,,11,1,,
514,AQ20_F1_Q003,I know what is important to me when choosing between options.,,,11,1,,
515,AQ20_F1_Q004,I find it hard to identify what matters most to me.,,,11,1,,
516,AQ20_F1_Q005,I rarely think about what is important to me.,,,11,1,,
517,AQ20_F1_Q006,I adjust my responses when emotions could affect outcomes.,,,11,1,,
518,AQ20_F2_Q001,My actions usually reflect what I believe is important.,,,11,1,,
519,AQ20_F2_Q002,I try to act in ways that match my values.,,,11,1,,
520,AQ20_F2_Q003,I notice when my actions match what matters to me.,,,11,1,,
521,AQ20_F2_Q004,My actions often don??????t match what I believe is important.,,,11,1,,
522,AQ20_F2_Q005,I act without considering whether it aligns with my values.,,,11,1,,
523,AQ20_F2_Q006,I try to understand how others might feel in different situations.,,,11,1,,
524,AQ20_F3_Q001,I consider my values when making decisions.,,,11,1,,
525,AQ20_F3_Q002,My values influence how I choose between options.,,,11,1,,
526,AQ20_F3_Q003,I think about what matters to me before deciding.,,,11,1,,
527,AQ20_F3_Q004,I make choices without considering my values.,,,11,1,,
528,AQ20_F3_Q005,My decisions are usually separate from what matters to me.,,,11,1,,
529,AQ20_F3_Q006,I think about how actions may affect others.,,,11,1,,
530,AQ20_F4_Q001,I reflect on my values from time to time.,,,11,1,,
531,AQ20_F4_Q002,I think about whether my values are changing.,,,11,1,,
532,AQ20_F4_Q003,I review what matters to me as I grow.,,,11,1,,
533,AQ20_F4_Q004,I rarely think about my values.,,,11,1,,
534,AQ20_F4_Q005,I don??????t usually reflect on what matters to me.,,,11,1,,
535,AQ20_F5_Q001,I feel my actions generally align with what matters to me.,,,11,1,,
536,AQ20_F5_Q002,I experience a sense of alignment between my values and actions.,,,11,1,,
537,AQ20_F5_Q003,I notice when my choices fit with what I value.,,,11,1,,
538,AQ20_F5_Q004,I often feel a gap between what I value and how I act.,,,11,1,,
539,AQ20_F5_Q005,My actions frequently feel disconnected from my values.,,,11,1,,
540,AQ21_F1_Q001,I notice possible risks before taking action.,,,21,1,,
541,AQ21_F1_Q002,I think about what could go wrong in a situation.,,,21,1,,
542,AQ21_F1_Q003,I recognise risks that may not be obvious at first.,,,21,1,,
543,AQ21_F1_Q004,I often act without noticing possible risks.,,,21,1,,
544,AQ21_F1_Q005,I rarely think about risks before acting.,,,21,1,,
545,AQ21_F1_Q006,I change my methods based on what a situation requires.,,,21,1,,
546,AQ21_F2_Q001,I consider careful options before deciding.,,,21,1,,
547,AQ21_F2_Q002,I take a careful approach when making choices.,,,21,1,,
548,AQ21_F2_Q003,I frame decisions by considering safe options.,,,21,1,,
549,AQ21_F2_Q004,I usually decide quickly without much caution.,,,21,1,,
550,AQ21_F2_Q005,I don??????t think much about caution when choosing.,,,21,1,,
551,AQ21_F2_Q006,I manage emotional reactions to stay focused on tasks.,,,21,1,,
552,AQ21_F3_Q001,I consider both possible risks and benefits before deciding.,,,21,1,,
553,AQ21_F3_Q002,I weigh what could be gained against what could go wrong.,,,21,1,,
554,AQ21_F3_Q003,I think about advantages and risks together.,,,21,1,,
555,AQ21_F3_Q004,I focus only on benefits when making choices.,,,21,1,,
556,AQ21_F3_Q005,I rarely think about risks when benefits seem good.,,,21,1,,
557,AQ21_F3_Q006,I maintain effort when tasks take longer than expected.,,,21,1,,
558,AQ21_F4_Q001,I think about how to avoid problems before they happen.,,,21,1,,
559,AQ21_F4_Q002,I plan ways to reduce possible risks.,,,21,1,,
560,AQ21_F4_Q003,I consider steps to prevent issues.,,,21,1,,
561,AQ21_F4_Q004,I usually don??????t think about preventing problems.,,,21,1,,
562,AQ21_F4_Q005,I deal with problems only after they happen.,,,21,1,,
563,AQ21_F5_Q001,I adjust how cautious I am depending on the situation.,,,21,1,,
564,AQ21_F5_Q002,I become more careful in situations that feel risky.,,,21,1,,
565,AQ21_F5_Q003,I reduce caution when situations feel safe.,,,21,1,,
566,AQ21_F5_Q004,I use the same level of caution in all situations.,,,21,1,,
567,AQ21_F5_Q005,I rarely change how cautious I am based on the situation.,,,21,1,,
568,AQ22_F1_Q001,I take ownership of tasks assigned to me.,,,2,1,,
569,AQ22_F1_Q002,I feel responsible for completing tasks I accept.,,,2,1,,
570,AQ22_F1_Q003,I consider tasks mine once I agree to do them.,,,2,1,,
571,AQ22_F1_Q004,I prefer not to take ownership of tasks.,,,2,1,,
572,AQ22_F1_Q005,I often distance myself from tasks given to me.,,,2,1,,
573,AQ22_F1_Q006,I consider others?????? viewpoints when working on shared tasks.,,,2,1,,
574,AQ22_F2_Q001,I usually complete what I commit to.,,,2,1,,
575,AQ22_F2_Q002,I make an effort to honour my commitments.,,,2,1,,
576,AQ22_F2_Q003,I follow through on tasks I agree to do.,,,2,1,,
577,AQ22_F2_Q004,I often fail to complete what I commit to.,,,2,1,,
578,AQ22_F2_Q005,I struggle to keep commitments I make.,,,2,1,,
579,AQ22_F2_Q006,I consider others?????? reactions before responding.,,,2,1,,
580,AQ22_F3_Q001,I acknowledge my role in how things turn out.,,,2,1,,
581,AQ22_F3_Q002,I think about how my actions affect results.,,,2,1,,
582,AQ22_F3_Q003,I consider my contribution to outcomes.,,,2,1,,
583,AQ22_F3_Q004,I avoid thinking about my role in outcomes.,,,2,1,,
584,AQ22_F3_Q005,I rarely reflect on how my actions affected results.,,,2,1,,
585,AQ22_F4_Q001,I see myself as someone others can depend on.,,,2,1,,
586,AQ22_F4_Q002,I believe I am reliable in what I do.,,,2,1,,
587,AQ22_F4_Q003,I feel others can count on me for tasks.,,,2,1,,
588,AQ22_F4_Q004,I don??????t think of myself as very dependable.,,,2,1,,
589,AQ22_F4_Q005,I often doubt my reliability.,,,2,1,,
590,AQ22_F5_Q001,I understand what I am responsible for and what I am not.,,,2,1,,
591,AQ22_F5_Q002,I recognise the limits of my responsibility.,,,2,1,,
592,AQ22_F5_Q003,I take responsibility without taking on too much.,,,2,1,,
593,AQ22_F5_Q004,I often take responsibility beyond what is needed.,,,2,1,,
594,AQ22_F5_Q005,I struggle to tell where my responsibility ends.,,,2,1,,
595,AQ23_F1_Q001,I am comfortable handling tasks on my own.,,,15,1,,
596,AQ23_F1_Q002,I can complete tasks without needing frequent help.,,,15,1,,
597,AQ23_F1_Q003,I manage my work independently when needed.,,,15,1,,
598,AQ23_F1_Q004,I prefer not to work on tasks by myself.,,,15,1,,
599,AQ23_F1_Q005,I feel uneasy working without others involved.,,,15,1,,
600,AQ23_F1_Q006,I adjust my approach based on group discussions.,,,15,1,,
601,AQ23_F2_Q001,I try to solve problems on my own before asking for help.,,,15,1,,
602,AQ23_F2_Q002,I first attempt solutions myself when challenges arise.,,,15,1,,
603,AQ23_F2_Q003,I like figuring things out independently.,,,15,1,,
604,AQ23_F2_Q004,I ask for help before trying to solve problems myself.,,,15,1,,
605,AQ23_F2_Q005,I rely on others to solve problems for me.,,,15,1,,
606,AQ23_F2_Q006,I notice emotional cues in conversations.,,,15,1,,
607,AQ23_F3_Q001,I trust my judgement when making decisions.,,,15,1,,
608,AQ23_F3_Q002,I feel comfortable relying on my own decisions.,,,15,1,,
609,AQ23_F3_Q003,I believe my judgement is generally sound.,,,15,1,,
610,AQ23_F3_Q004,I often doubt my judgement when deciding.,,,15,1,,
611,AQ23_F3_Q005,I feel unsure trusting my own decisions.,,,15,1,,
612,AQ23_F4_Q001,I know when to seek help and when to try on my own.,,,15,1,,
613,AQ23_F4_Q002,I decide carefully before asking for help.,,,15,1,,
614,AQ23_F4_Q003,I seek help only after trying to solve things myself.,,,15,1,,
615,AQ23_F4_Q004,I either avoid help or depend on it too much.,,,15,1,,
616,AQ23_F4_Q005,I struggle to judge when I should ask for help.,,,15,1,,
617,AQ23_F5_Q001,I take responsibility for the work I produce.,,,15,1,,
618,AQ23_F5_Q002,I own the results of my work.,,,15,1,,
619,AQ23_F5_Q003,I accept responsibility for my work outcomes.,,,15,1,,
620,AQ23_F5_Q004,I tend to shift responsibility for my work to others.,,,15,1,,
621,AQ23_F5_Q005,I avoid taking responsibility for my own work.,,,15,1,,
622,AQ24_F1_Q001,I stay committed to tasks that take a long time to complete.,,,15,1,,
623,AQ24_F1_Q002,I am willing to continue working on long-term tasks.,,,15,1,,
624,AQ24_F1_Q003,I remain engaged even when progress takes time.,,,15,1,,
625,AQ24_F1_Q004,I often lose commitment when tasks take too long.,,,15,1,,
626,AQ24_F1_Q005,I find it hard to stay committed over long periods.,,,15,1,,
627,AQ24_F2_Q001,I keep my motivation steady over time.,,,15,1,,
628,AQ24_F2_Q002,I stay motivated even when results are slow.,,,15,1,,
629,AQ24_F2_Q003,I maintain interest in tasks that take time.,,,15,1,,
630,AQ24_F2_Q004,My motivation drops when tasks take longer than expected.,,,15,1,,
631,AQ24_F2_Q005,I struggle to stay motivated over long tasks.,,,15,1,,
632,AQ24_F2_Q006,I share information that helps a group move forward.,,,15,1,,
633,AQ24_F3_Q001,I continue putting effort into tasks over time.,,,15,1,,
634,AQ24_F3_Q002,I keep working even when tasks require sustained effort.,,,15,1,,
635,AQ24_F3_Q003,I maintain effort across extended periods.,,,15,1,,
636,AQ24_F3_Q004,I stop putting effort when tasks feel too long.,,,15,1,,
637,AQ24_F3_Q005,I find it difficult to keep effort going over time.,,,15,1,,
638,AQ24_F3_Q006,I identify important details in written information.,,,15,1,,
639,AQ24_F4_Q001,I am comfortable waiting for results after putting in effort.,,,15,1,,
640,AQ24_F4_Q002,I can work toward outcomes that take time to appear.,,,15,1,,
641,AQ24_F4_Q003,I stay engaged even when rewards are not immediate.,,,15,1,,
642,AQ24_F4_Q004,I lose interest if results are delayed.,,,15,1,,
643,AQ24_F4_Q005,I prefer tasks with quick results.,,,15,1,,
644,AQ24_F5_Q001,I continue working while adjusting my approach when needed.,,,15,1,,
645,AQ24_F5_Q002,I change strategies while staying committed to long-term tasks.,,,15,1,,
646,AQ24_F5_Q003,I adjust how I work without giving up on long-term goals.,,,15,1,,
647,AQ24_F5_Q004,I either persist without changing or give up completely.,,,15,1,,
648,AQ24_F5_Q005,I struggle to adjust while staying persistent.,,,15,1,,
649,AQ25_F1_Q001,I am curious about learning more about myself.,,,2,1,,
650,AQ25_F1_Q002,I like thinking about what my strengths and interests might be.,,,2,1,,
651,AQ25_F1_Q003,I enjoy reflecting on what suits me best.,,,2,1,,
652,AQ25_F1_Q004,I rarely think about learning more about myself.,,,2,1,,
653,AQ25_F1_Q005,I don??????t feel interested in understanding myself better.,,,2,1,,
654,AQ25_F1_Q006,I pay attention to how my actions affect group work.,,,2,1,,
655,AQ25_F2_Q001,I am open to many possible futures for myself.,,,2,1,,
656,AQ25_F2_Q002,I like thinking about different future options.,,,2,1,,
657,AQ25_F2_Q003,I am comfortable considering multiple future paths.,,,2,1,,
658,AQ25_F2_Q004,I prefer having only one clear future option in mind.,,,2,1,,
659,AQ25_F2_Q005,I feel uneasy thinking about different future possibilities.,,,2,1,,
660,AQ25_F2_Q006,I adjust how I communicate based on others?????? responses.,,,2,1,,
661,AQ25_F3_Q001,I like learning about different paths I could take in the future.,,,2,1,,
662,AQ25_F3_Q002,I am curious about various options available to me.,,,2,1,,
663,AQ25_F3_Q003,I seek information to understand different future possibilities.,,,2,1,,
664,AQ25_F3_Q004,I don??????t usually look for information about future options.,,,2,1,,
665,AQ25_F3_Q005,I avoid learning about different future paths.,,,2,1,,
666,AQ25_F4_Q001,I am willing to try different options to see what suits me.,,,2,1,,
667,AQ25_F4_Q002,I like exploring options through experience.,,,2,1,,
668,AQ25_F4_Q003,I try different activities to understand my interests.,,,2,1,,
669,AQ25_F4_Q004,I prefer not to try new options.,,,2,1,,
670,AQ25_F4_Q005,I avoid experimenting with different possibilities.,,,2,1,,
671,AQ25_F5_Q001,I am comfortable not having my future fully planned.,,,2,1,,
672,AQ25_F5_Q002,I am okay with exploring my future over time.,,,2,1,,
673,AQ25_F5_Q003,I don??????t feel rushed to decide my future right now.,,,2,1,,
674,AQ25_F5_Q004,I feel uncomfortable when my future feels uncertain.,,,2,1,,
675,AQ25_F5_Q005,I need clear future plans to feel comfortable.,,,2,1,,
